text,author_id,created_at,id,edit_history_tweet_ids,public_metrics.retweet_count_tweets,public_metrics.reply_count_tweets,public_metrics.like_count_tweets,public_metrics.quote_count_tweets,public_metrics.bookmark_count_tweets,public_metrics.impression_count_tweets,note_tweet.entities.hashtags_tweets,note_tweet.entities.urls_tweets,note_tweet.entities.cashtags,note_tweet.entities.mentions_tweets,note_tweet.text_tweets,referenced_tweet_id,tweet_url,tweet_id,referenced_author_id,public_metrics.retweet_count_inc,public_metrics.reply_count_inc,public_metrics.like_count_inc,public_metrics.quote_count_inc,public_metrics.bookmark_count_inc,public_metrics.impression_count_inc,note_tweet.entities.mentions_inc,note_tweet.text_inc,note_tweet.entities.hashtags_inc,note_tweet.entities.urls_inc,author_name,author_username,referenced_author_created_at,referenced_author_description,referenced_username,referenced_author_name,category,score,reasoning
"RT @BullRunFinance: @BullRunFinance has been Reviewed by @RugDocIO ✅

💯Check out⬇️⬇️⬇️

https://t.co/UF3wl59yIk

Be bullish! ✨

#BSC  #Bina…",1899598305673523200,2025-03-18T20:32:21.000Z,1902095752903471372,['1902095752903471372'],27,0,0,0,0,0,,,,,,1410757024254771200,https://x.com/x/status/1902095752903471372,1410757024254771200,1391751448921268224,27.0,4.0,15.0,1.0,0.0,0.0,,,,,Sarah Valdez,https://x.com/SValdez13805,2021-05-10T13:46:24.000Z,"Innovative Multi-Chain DeFi EcoSystem, with Yield Farming, Staking, a Bridge, Interactive Games and NFTs. #BSC #Polygon #Fantom #HECO",BullRunFinance,Bullrun Finance,Crypto Review,4,"The tweet mentions a review by RugDocIO of BullRunFinance, indicating a crypto project review, but does not explicitly mention a startup or blockchain, hence the score of 4. The category 'Crypto Review' is chosen as the tweet focuses on a review of a crypto-related project."
"RT @pinetworkmember: 🤒Despite an awful crypto market, the $Pi community is showing huge strength holding Pi among the most visited coins on…",1506378757321347074,2025-03-18T20:32:48.000Z,1902095867156529244,['1902095867156529244'],23,0,0,0,0,0,,,,,,1901834695618572718,https://x.com/x/status/1902095867156529244,1901834695618572718,1404723507204853764,23.0,25.0,261.0,0.0,6.0,20617.0,,"🤒Despite an awful crypto market, the $Pi community is showing huge strength holding Pi among the most visited coins on CoinMarketCap, not only in the last 24hours also in the last 7 days.

My advice to the whole #PiNetwork community is to keep contributing to the project, keep engaging and showing this kind of excitement despite huge parties trying to get $Pi's price down & a bad market sentiment due to FUD.

🚀Keep HODLing 

#pi #minepi #picoin","[{'start': 212, 'end': 222, 'tag': 'PiNetwork'}, {'start': 429, 'end': 432, 'tag': 'pi'}, {'start': 433, 'end': 440, 'tag': 'minepi'}, {'start': 441, 'end': 448, 'tag': 'picoin'}]",,Furqan,https://x.com/FurqanIdaman,2021-06-15T08:55:08.000Z,"🚀 Pi - crypto with 60M users
📱 https://t.co/JqwsHPVFeB Code: Meldin
📈 Pi, Bitcoin, Altcoin
📰 Daily content about crypto, Pi and more",pinetworkmember,pinetworkmembers π,Crypto Community,6,"The tweet mentions the crypto market and the Pi community's strength, which indicates a focus on cryptocurrency community engagement. The score is adjusted to 6 due to the mention of a specific cryptocurrency, Pi, and the community's resilience in a challenging market."
"RT @HottieBabeGem: Inertia Testnet Launch @Inertia_fi 

Inertia is a modular LRT (Liquidity Restaking Token) and lending protocol developed…",3032911205,2025-03-18T20:32:52.000Z,1902095883946070033,['1902095883946070033'],22,0,0,0,0,0,,,,,,1902042128752255216,https://x.com/x/status/1902095883946070033,1902042128752255216,1433617497643646976,22.0,21.0,87.0,0.0,236.0,6463.0,"[{'start': 23, 'end': 34, 'username': 'Inertia_fi', 'id': '1788112334617206784'}]","Inertia Testnet Launch @Inertia_fi 

Inertia is a modular LRT (Liquidity Restaking Token) and lending protocol developed by Initia, a blockchain ecosystem designed to enhance DeFi capabilities.

✅ You can earn points by participating in various activities, including Farming, Staking, Minting, Lending, and Borrowing.

✅ Claim Faucet https://t.co/Kh37fpGvO5

✅ Go to Testnet site https://t.co/JVEe9rbFwO
 • Connect your wallet with EVM Wallet [Strictly Important]
• Click INRT FI Select nINIT
• Stake INIT Receive nINIT
• Maximize your earnings!  Use nINIT to farm $INRT rewards
• Stake INIT Receive sINIT
• Click lending [$INIT, $ETH, $TIA, and $USDC]
• Borrowing assets 

✍️ Note:
• nINIT can be used as a farming asset to earn $INRT rewards. 
• sINIT can be used as collateral in lending to borrow other assets.

📣 Important $INRT Incentive Update! 

✍️ Swapped $INRT does NOT count towards points. Only rewarded $INRT earns points.

📊Points Distribution:
• 50% to Airdrop Points (after TGE)
• 50% to Mainnet Points (before TGE)

📌 Details https://t.co/k2pYdnCtX8",,"[{'start': 334, 'end': 357, 'url': 'https://t.co/Kh37fpGvO5', 'expanded_url': 'https://app.testnet.initia.xyz/faucet', 'display_url': 'app.testnet.initia.xyz/faucet'}, {'start': 380, 'end': 403, 'url': 'https://t.co/JVEe9rbFwO', 'expanded_url': 'https://app.testnet.inrt.fi', 'display_url': 'app.testnet.inrt.fi'}, {'start': 1043, 'end': 1066, 'url': 'https://t.co/k2pYdnCtX8', 'expanded_url': 'https://medium.com/@Inertia_fi/inertia-testnet-launch-user-walkthrough-428936a929f7', 'display_url': 'medium.com/@Inertia_fi/in…'}]",Village Champion Meshchain.AI TAKER SparkChain. AI,https://x.com/Chiroma_Tola,2021-09-03T02:27:26.000Z,"Crypto Influencer - Web3 Queen | Ambassador @MangoOS_Network | @DaylightEnergy_ Early Riser | Gnoma Anoma 🧙‍♂️,🧙‍♂️ bao bao 🐼 $FAN Maxi 9KXUDFAR",HottieBabeGem,"hottiebabegem ⫷🔆⫸ 🍚 ⛓ Gnoma 🧙‍♂️,🧙‍♂️",Blockchain Protocol,8,"The tweet mentions 'Inertia', a blockchain protocol focused on liquidity restaking and lending, which earns +4 for referring to a blockchain company. The score is adjusted to 8 due to the specific mention of a testnet launch, indicating active development and relevance in the blockchain space."
"RT @Roelofhightree: In light of being invited to the exclusive @Metacade_  Club, I wanted to break down what Metacade actually is and why i…",1787233871546703873,2025-03-18T20:32:31.000Z,1902095794183848448,['1902095794183848448'],1,0,0,0,0,0,,,,,,1902080504549048777,https://x.com/x/status/1902095794183848448,1902080504549048777,1435948786057089031,1.0,3.0,7.0,0.0,0.0,83.0,,,,,Aydın Demir,https://x.com/NoCodeTen,2021-09-09T12:51:52.000Z,"💎 Crypto & NFT Enthusiast
🤝 Supporting builders & sharing the journey
📈 Memes, vibes, and web3 dreams",Roelofhightree,Rhightree.eth,Blockchain,6,"The tweet mentions 'Metacade', which is associated with blockchain gaming, hence the 'Blockchain' category. The score is 6 because it implies a blockchain-related company but does not explicitly mention 'startup' or 'company', so it receives +4 for the blockchain context and an additional +2 for relevance to the blockchain ecosystem."
"@virtuals_io The Agent Commerce Protocol is paving the way for the future of finance! With autonomous systems like the Hedge Fund &amp; Trading DAO and the Media House, we’re witnessing the dawn of a new era in Web3.",1654884870,2025-03-18T20:32:04.000Z,1902095683470934119,['1902095683470934119'],0,0,0,0,0,2,,,,,,1902085466025029859,https://x.com/x/status/1902095683470934119,1902085466025029859,1438365197505232902,11.0,14.0,78.0,7.0,8.0,5536.0,,"Agent Commerce Protocol (ACP) Phase 1: Launching 2 Clusters

▸ Autonomous Hedge Fund & Trading DAO: The Bridgewater of the Future
▸ Autonomous Media House: The Viral Content Factory of Web3

Diagram Work in Progress. Stay Tuned for the Complete Version.",,,Brainz - Your Crypto AI Startup Launched Today,https://x.com/BRNZ_ai,2021-09-16T04:53:09.000Z,Society of AI Agents @base and @solana. Imagine millions of @luna_virtuals powered by @GAME_Virtuals. Join: https://t.co/SGMqIfZs5W | https://t.co/IXYOA24W1E,virtuals_io,Virtuals Protocol,Blockchain Startup,8,"The tweet mentions 'Agent Commerce Protocol,' indicating a blockchain startup, and references specific autonomous systems, adding to its relevance in the Web3 space. The score reflects the mention of a blockchain startup and the detailed context provided about its operations."
"@virtuals_io The Agent Commerce Protocol is paving the way for the future of finance! With autonomous systems like the Hedge Fund &amp; Trading DAO and the Media House, we’re witnessing the dawn of a new era in Web3.",1654884870,2025-03-18T20:32:04.000Z,1902095683470934119,['1902095683470934119'],0,0,0,0,0,2,,,,,,1902085466025029859,https://x.com/x/status/1902095683470934119,1902085466025029859,1438365197505232902,11.0,14.0,78.0,7.0,8.0,5536.0,,"Agent Commerce Protocol (ACP) Phase 1: Launching 2 Clusters

▸ Autonomous Hedge Fund & Trading DAO: The Bridgewater of the Future
▸ Autonomous Media House: The Viral Content Factory of Web3

Diagram Work in Progress. Stay Tuned for the Complete Version.",,,Brainz - Your Crypto AI Startup Launched Today,https://x.com/BRNZ_ai,2021-09-16T04:53:09.000Z,Society of AI Agents @base and @solana. Imagine millions of @luna_virtuals powered by @GAME_Virtuals. Join: https://t.co/SGMqIfZs5W | https://t.co/IXYOA24W1E,virtuals_io,Virtuals Protocol,Blockchain Startup,8,"The tweet mentions 'virtuals_io', which is a startup, and explicitly references blockchain through terms like 'Agent Commerce Protocol' and 'Web3', indicating a blockchain startup. The score reflects the mention of a startup and blockchain, with an additional point for the innovative context provided."
"RT @virtuals_io: Agent Commerce Protocol (ACP) Phase 1: Launching 2 Clusters

▸ Autonomous Hedge Fund &amp; Trading DAO: The Bridgewater of the…",1654884870,2025-03-18T20:31:51.000Z,1902095628735328579,['1902095628735328579'],11,0,0,0,0,0,,,,,,1902085466025029859,https://x.com/x/status/1902095628735328579,1902085466025029859,1438365197505232902,11.0,14.0,78.0,7.0,8.0,5536.0,,"Agent Commerce Protocol (ACP) Phase 1: Launching 2 Clusters

▸ Autonomous Hedge Fund & Trading DAO: The Bridgewater of the Future
▸ Autonomous Media House: The Viral Content Factory of Web3

Diagram Work in Progress. Stay Tuned for the Complete Version.",,,Brainz - Your Crypto AI Startup Launched Today,https://x.com/BRNZ_ai,2021-09-16T04:53:09.000Z,Society of AI Agents @base and @solana. Imagine millions of @luna_virtuals powered by @GAME_Virtuals. Join: https://t.co/SGMqIfZs5W | https://t.co/IXYOA24W1E,virtuals_io,Virtuals Protocol,Blockchain Startup,6,"The tweet mentions 'Agent Commerce Protocol,' indicating a blockchain-related startup, which merits a score of 4 for being a blockchain startup. An additional 2 points are added for the mention of 'Autonomous Hedge Fund & Trading DAO,' suggesting innovative use of blockchain technology."
"RT @virtuals_io: Agent Commerce Protocol (ACP) Phase 1: Launching 2 Clusters

▸ Autonomous Hedge Fund &amp; Trading DAO: The Bridgewater of the…",1654884870,2025-03-18T20:31:51.000Z,1902095628735328579,['1902095628735328579'],11,0,0,0,0,0,,,,,,1902085466025029859,https://x.com/x/status/1902095628735328579,1902085466025029859,1438365197505232902,11.0,14.0,78.0,7.0,8.0,5536.0,,"Agent Commerce Protocol (ACP) Phase 1: Launching 2 Clusters

▸ Autonomous Hedge Fund & Trading DAO: The Bridgewater of the Future
▸ Autonomous Media House: The Viral Content Factory of Web3

Diagram Work in Progress. Stay Tuned for the Complete Version.",,,Brainz - Your Crypto AI Startup Launched Today,https://x.com/BRNZ_ai,2021-09-16T04:53:09.000Z,Society of AI Agents @base and @solana. Imagine millions of @luna_virtuals powered by @GAME_Virtuals. Join: https://t.co/SGMqIfZs5W | https://t.co/IXYOA24W1E,virtuals_io,Virtuals Protocol,Blockchain Startup,8,"The tweet mentions 'Agent Commerce Protocol (ACP)', which indicates a blockchain startup, and the mention of 'DAO' further ties it to blockchain technology, justifying the category and score."
"RT @ixfiexchange: Introducing $IXFI token - the future of crypto utility and rewards.

After 4 years of building, the key to the IXFI ecosy…",1795726917251039232,2025-03-18T20:32:32.000Z,1902095797891801291,['1902095797891801291'],23524,0,0,0,0,0,,,,,,1862533746630549990,https://x.com/x/status/1902095797891801291,1862533746630549990,1447514134531219458,23524.0,5802.0,43639.0,252.0,1120.0,1988838.0,,,,,Utkarsh0x.ink,https://x.com/0xUtkarsh,2021-10-11T10:47:35.000Z,More than crypto. GEN 3.0 Crypto Exchange placing user experience at the forefront of its design.,ixfiexchange,IXFI | Gen 3.0 Exchange,Crypto Token,8,"The tweet scores 8 due to its mention of a new token ($IXFI) and its ecosystem, which is relevant to blockchain and cryptocurrency. The category 'Crypto Token' was chosen as the tweet focuses on introducing a new token and its utility in the crypto space."
RT @DEFIRUSH_: People watching Levva's supercharged staking will look like they just accidentally sent their crypto to the wrong wallet.…,1855528639976128512,2025-03-18T20:32:40.000Z,1902095834595918023,['1902095834595918023'],9,0,0,0,0,0,,,,,,1902030510211191103,https://x.com/x/status/1902095834595918023,1902030510211191103,1461834735659978755,9.0,8.0,11.0,0.0,0.0,63.0,,,,,Solo Wise,https://x.com/SoloW78007,2021-11-19T23:15:11.000Z,🎙️INFLUENCER|| WEB3 CONTENT CREATOR📌 || 📢VOICE OF CRYPTO PROJECTS|| @WhiteBit  @ston_fi @levva_fi @bsx_labs @WaveOnSui 🌊,DEFIRUSH_,DEFI-RUSH🐢,Crypto Staking,6,"The tweet mentions 'Levva's supercharged staking', which indicates a focus on cryptocurrency staking, thus categorized as 'Crypto Staking'. The score is adjusted to 6 due to the relevance to blockchain technology and the specific mention of staking, though it does not directly mention a startup or company."
"RT @MKongVentures: $MKONG is building a powerhouse ecosystem — fueling the future of #Web3 #DeFi #AI and beyond.

🌐 https://t.co/Uz98hfbmMG…",1643292106901839878,2025-03-18T20:32:39.000Z,1902095829713969264,['1902095829713969264'],11,0,0,0,0,0,,,,,,1901980513356956094,https://x.com/x/status/1902095829713969264,1901980513356956094,1485644133087776770,11.0,11.0,16.0,5.0,4.0,886.0,,,,,Karee' Berry,https://x.com/KB_cryptonomics,2022-01-24T16:02:46.000Z,"AI-powered innovation & investment in Web3 & emerging tech. Creating intelligent AI applications for gaming, real-world utility & decentralized experiences.",MKongVentures,MKong Ventures,Web3 Ecosystem,6,"The tweet mentions building an ecosystem for Web3, DeFi, and AI, which is relevant but does not explicitly mention a startup or blockchain directly, hence the score of 6. The category 'Web3 Ecosystem' reflects the focus on creating a broad technological environment."
RT @NFTMag: https://t.co/kt6t7bcLbW,1898712587828940800,2025-03-18T20:32:24.000Z,1902095766002221349,['1902095766002221349'],782,0,0,0,0,0,,,,,,1640174873489076224,https://x.com/x/status/1902095766002221349,1640174873489076224,1498807536538976257,782.0,54.0,16.0,0.0,0.0,1309.0,,,,,Jared Joseph,https://x.com/JaredJosep44010,2022-03-01T23:49:13.000Z,All Things NFT + Crypto 🗞️ Trusted by Thousands of Monthly Readers 👓 DM Us With Your Stories,NFTMag,NFTMagazine.com,Unknown,1,"The tweet is a retweet with a link but lacks any specific content or keywords related to startups or blockchain, making it difficult to categorize or assign a higher relevance score."
"RT @simplyknolly: Anonymous token launches have flooded blockchain for too long.

@Coinstoreexc IEOs put power in your hands—dive into proj…",1832852706345574400,2025-03-18T20:32:25.000Z,1902095771664838838,['1902095771664838838'],13,0,0,0,0,0,,,,,,1901858834898878697,https://x.com/x/status/1902095771664838838,1901858834898878697,1508345439992659968,13.0,8.0,10.0,0.0,0.0,45.0,,,,,Theodorah Winner,https://x.com/TheodorahW23375,2022-03-28T07:29:24.000Z,"Web3 girl 💻🤓||
Teamster @Coinstore||
Ambassador @Transfermole|| @Rentanetwork|| @anyaltfinance🤝🏆||
Ambassador @MaAvatarmeta",simplyknolly,Knolly🌟,Blockchain,6,"The tweet mentions blockchain and criticizes anonymous token launches, while also promoting IEOs by Coinstore, which adds to the relevance. The score reflects the mention of blockchain and the context of IEOs, but lacks a direct mention of a startup or company name."
"RT @VESTN_io: The Future of Investment is Here – Be the First to Experience It!

The wait is over. VESTN's exclusive product demo is now op…",1701465041466232832,2025-03-18T20:32:51.000Z,1902095881287176445,['1902095881287176445'],872,0,0,0,0,0,,,,,,1901648425294155900,https://x.com/x/status/1902095881287176445,1901648425294155900,1511621896646893570,872.0,36.0,1115.0,13.0,2.0,97354.0,,"The Future of Investment is Here – Be the First to Experience It!

The wait is over. VESTN's exclusive product demo is now open for signups! This is your chance to get an early look at how we’re reshaping real-world asset investments through blockchain technology.

▫️ Seamless tokenized investments in property, energy & infrastructure
▫️ Instant liquidity & fractional investment of premium assets
▫️ Security & transparency powered by cutting-edge tech
▫️ Total control of YOUR investments lead by experts and seasoned professionals

Spots are limited – don’t miss out!

Sign up now: https://t.co/DFMDpVRvj2",,"[{'start': 587, 'end': 610, 'url': 'https://t.co/DFMDpVRvj2', 'expanded_url': 'https://vestn.io/', 'display_url': 'vestn.io'}]",TRUSTED ✨ / $PROPC / 🐻⛓️/ VES/ Decentralizer,https://x.com/Trusted00000,2022-04-06T08:28:48.000Z,"Access yields from premium global assets across multiple classes, eliminating traditional cross-border investment barriers | https://t.co/CGu15mQ6lu",VESTN_io,VESTN,Blockchain Startup,6,"The tweet mentions VESTN, which is a blockchain startup, thus qualifying for a +4 score. The mention of an exclusive product demo adds to the relevance, though the retweet nature slightly reduces the direct impact."
RT @Chimaxy69: @MEMETR0P0LIS is building a robust ecosystem where every participant's contribution fuels collective growth. By choosing Mem…,1726555721649487872,2025-03-18T20:32:29.000Z,1902095788966019311,['1902095788966019311'],26,0,0,0,0,0,,,,,,1902072917615059189,https://x.com/x/status/1902095788966019311,1902072917615059189,1516036830579372033,26.0,47.0,44.0,0.0,15.0,179.0,"[{'start': 0, 'end': 13, 'username': 'MEMETR0P0LIS', 'id': '1776309790299357184'}, {'start': 311, 'end': 324, 'username': 'MEMETROPOLIS', 'id': '491631108'}]","@MEMETR0P0LIS is building a robust ecosystem where every participant's contribution fuels collective growth. By choosing Memetropolis, you're not just investing in a token; you're joining a movement that dismantles blockchain barriers and unleashes the full potential of viral culture.

Join the next big thing @MEMETROPOLIS

TG: https://t.co/FqAHEOxkFq",,"[{'start': 330, 'end': 353, 'url': 'https://t.co/FqAHEOxkFq', 'expanded_url': 'http://t.me/MEMETR0P0LIS', 'display_url': 't.me/MEMETR0P0LIS'}]",@Disney_X247,https://x.com/destnykings,2022-04-18T12:52:30.000Z,24/7 degen . Generational wealth is just around the corner,Chimaxy69,Crypto M$,Blockchain,6,"The tweet mentions 'ecosystem' and 'collective growth,' which are often associated with blockchain projects. Although it does not explicitly mention a startup or the term 'blockchain,' the context suggests a blockchain-related project, warranting a score of 6."
"@100xAltcoinGems @OcNestAI  should be on your radar! 🚀

Looking for undervalued gems before they take off? @OcNestAI ( $OCAI ) is quietly building one of the most promising AI ecosystems in crypto. 🚀

While others struggle, OcNestAI keeps delivering—V2.1 is already live, and V2.2 is coming with… https://t.co/fSUCIdDXzb https://t.co/lf70XQq64M",1820277354586951680,2025-03-18T20:32:43.000Z,1902095846210203920,['1902095846210203920'],0,0,1,0,0,0,"[{'start': 880, 'end': 889, 'tag': 'OcNestAI'}, {'start': 890, 'end': 895, 'tag': 'OCAI'}, {'start': 896, 'end': 905, 'tag': 'Altcoins'}, {'start': 906, 'end': 916, 'tag': 'SmallCaps'}, {'start': 917, 'end': 926, 'tag': 'AIcrypto'}]","[{'start': 823, 'end': 846, 'url': 'https://t.co/hViPpzoFn0', 'expanded_url': 'http://dstake.ocnest.ai', 'display_url': 'dstake.ocnest.ai'}, {'start': 855, 'end': 878, 'url': 'https://t.co/4jw8o6G5BR', 'expanded_url': 'http://app.ocnest.ai', 'display_url': 'app.ocnest.ai'}]","[{'start': 102, 'end': 107, 'tag': 'OCAI'}, {'start': 440, 'end': 445, 'tag': 'OCAI'}, {'start': 588, 'end': 593, 'tag': 'wETH'}]","[{'start': 0, 'end': 9, 'username': 'OcNestAI', 'id': '1832163864584011776'}, {'start': 90, 'end': 99, 'username': 'OcNestAI', 'id': '1832163864584011776'}]","@OcNestAI  should be on your radar! 🚀

Looking for undervalued gems before they take off? @OcNestAI ( $OCAI ) is quietly building one of the most promising AI ecosystems in crypto. 🚀

While others struggle, OcNestAI keeps delivering—V2.1 is already live, and V2.2 is coming with even more AI-powered tools. From intelligent mind mapping to seamless flowchart automation, this isn’t just another project—it’s an AI-driven revolution.

🔹 Why $OCAI?
✅ Expanding AI Ecosystem – Constant development, no stagnation
✅ Real Use Case – AI-powered productivity tools, not just hype
✅ Staking with $wETH Rewards – Earn passively while holding strong

In a sea of noise, OcNestAI is quietly building the future. Will you get in early or wait until it’s too late? 👀

📜 Contract: 0xe0396ef787f8b0385f0e73d30acf8b922b1761f1
🔥 Stake Now: https://t.co/hViPpzoFn0
🔗 DApp: https://t.co/4jw8o6G5BR

#OcNestAI #OCAI #Altcoins #SmallCaps #AIcrypto",1902092393198866481,https://x.com/x/status/1902095846210203920,1902092393198866481,1517796456949817347,12.0,44.0,22.0,2.0,13.0,887.0,,,,,Samoranking | $SFT,https://x.com/Samoranking_012,2022-04-23T09:24:18.000Z,"100x Altcoin Gem Hunter 💎🚀 DM for Shill & Promo 💥
🚨 NO financial advice | DYOR‼

#BTC #ETH #BNB #SOL #AVAX #FTM #ADA #Crypto #NFTs #Metaverse",100xAltcoinGems,100x Altcoin Gems,AI Crypto,6,"The tweet mentions 'OcNestAI', which is involved in building an AI ecosystem in crypto, hence the 'AI Crypto' category. The score is 6 because while it mentions a crypto project and AI, it does not explicitly mention it as a startup or directly as a blockchain company, but the mention of versions and development progress adds to its relevance."
"If you’re a developer, crypto trader, or just Web3 curious, this is for you!

3️⃣ Let’s Build Together!
I’m on a journey to ""Pro-Promaster"" blockchain development—and I want you to come along.

Expect deep insights, hands-on tutorials, and alpha on Web3 innovation.",1536879509705789440,2025-03-18T20:32:01.000Z,1902095667738087860,['1902095667738087860'],0,1,0,0,0,1,,,,,,1902095661643727166,https://x.com/x/status/1902095667738087860,1902095661643727166,1536879509705789440,0.0,1.0,0.0,0.0,0.0,1.0,,,,,Vhóiice,https://x.com/iamVhoiice,2022-06-15T01:13:47.000Z,WEB3 || Project Manager || Blockchain Developer || WEB4,iamVhoiice,Vhóiice,Blockchain,8,"The tweet scores +2 for mentioning blockchain and an additional +2 for its focus on Web3, which is closely related to blockchain technology. The category 'Blockchain' is chosen due to the emphasis on blockchain development and Web3 innovation."
"@RobLambUk Officially launching my own Private Alpha Group.

All my calls regarding crypto will be published there before it's posted on X.

First 1,000 get in. I'm closing it afterwards, 

&gt;&gt;&gt;&gt; ( @Carlmoon_Team )
               🖕🖕🖕
Make sure you’re utilizing it",2204128124,2025-03-18T20:32:29.000Z,1902095786684395724,['1902095786684395724'],0,0,0,0,0,0,,,,,,1902093929388089747,https://x.com/x/status/1902095786684395724,1902093929388089747,1579178704705671168,0.0,2.0,4.0,0.0,0.0,47.0,,,,,Carl Moon.eth,https://x.com/bdhhdhdirjfif,2022-10-09T18:35:53.000Z,life’s beautiful but short! make it happen👊🏼,RobLambUk,Rob,Crypto,3,"The tweet mentions crypto and a private alpha group, but does not specifically mention a startup or blockchain, hence the lower score. The category 'Crypto' is chosen due to the focus on cryptocurrency calls."
"RT @wingbits: Not many Web3 projects make it to space - but we just did 🚀

Our launch with @SpaceX successfully deployed the Wingbits x Spi…",1454887146326745092,2025-03-18T20:32:49.000Z,1902095871598022807,['1902095871598022807'],100,0,0,0,0,0,,,,,,1901653028140122329,https://x.com/x/status/1902095871598022807,1901653028140122329,1632664285967941632,100.0,33.0,260.0,14.0,12.0,59156.0,"[{'start': 77, 'end': 84, 'username': 'SpaceX', 'id': '34743251'}, {'start': 233, 'end': 240, 'username': 'Solana', 'id': '951329744804392960'}]","Not many Web3 projects make it to space - but we just did 🚀

Our launch with @SpaceX successfully deployed the Wingbits x Spire Global satellite straight into orbit.

The first-ever DePIN validator for flight tracking data, built on @Solana, and creating the most secure and verifiable network worldwide.

Welcome to DeSpace 🌖🛰️

(Image courtesy of SpaceX)",,,Dvox,https://x.com/0xDvox,2023-03-06T08:48:11.000Z,"The first-ever #DePIN for #aviation. Mine the skies, earn your $WINGS 

Mainnet coming soon.

Join us on Discord: https://t.co/3QviVE6U3v",wingbits,wingbits,Web3,6,"The tweet mentions a Web3 project's successful launch into space, which adds relevance. It does not directly mention a startup or blockchain, but the context of Web3 implies blockchain technology, hence the score."
"RT @Kalp_Official: Exclusive Update🚀

🔥 KALP Featured in @CryptoTimes_io 

KALP is redefining Web3 by enabling developers to build complian…",229242488,2025-03-18T20:32:25.000Z,1902095769290899605,['1902095769290899605'],59,0,0,0,0,0,,,,,,1901966081809699052,https://x.com/x/status/1902095769290899605,1901966081809699052,1673596775557632001,59.0,2.0,103.0,0.0,0.0,1087.0,"[{'start': 38, 'end': 53, 'username': 'CryptoTimes_io', 'id': '1387731689858736128'}]","Exclusive Update🚀

🔥 KALP Featured in @CryptoTimes_io 

KALP is redefining Web3 by enabling developers to build compliant & scalable dApps with ease. 🏗️💡Discover how KALP is shaping the future of decentralized applications!

Read here: 👇
https://t.co/tBAOzsMFLb

#KALP #CryptoTimes #Web3DApps #BlockchainTech","[{'start': 263, 'end': 268, 'tag': 'KALP'}, {'start': 269, 'end': 281, 'tag': 'CryptoTimes'}, {'start': 282, 'end': 292, 'tag': 'Web3DApps'}, {'start': 293, 'end': 308, 'tag': 'BlockchainTech'}]","[{'start': 238, 'end': 261, 'url': 'https://t.co/tBAOzsMFLb', 'expanded_url': 'https://www.cryptotimes.io/press-release/building-compliant-web3-dapps-becomes-easier-with-kalp-layer-1/', 'display_url': 'cryptotimes.io/press-release/…'}]",Ariana,https://x.com/arianicca,2023-06-27T07:39:09.000Z,"Engineering Digital Infrastructure for Global Transformation!
The World's First Permissioned Cross-Chain Ecosystem, Regulated By Design",Kalp_Official,Kalp,Web3,8,"The tweet scores +4 for mentioning KALP, a blockchain-related company, and is further adjusted to 8 due to its focus on Web3 development. The category 'Web3' is chosen as the tweet emphasizes KALP's role in enabling compliant development in the Web3 space."
"RT @briefedswap: LAUNCH ALERT! 🚀

Tomorrow by 2pm UTC , we're live! Briefedswap, the ultimate swapping &amp; bridging DApp, launches then! 🤩

S…",1681741214242992128,2025-03-18T20:32:25.000Z,1902095771547398512,['1902095771547398512'],133,0,0,0,0,0,,,,,,1900199177843363868,https://x.com/x/status/1902095771547398512,1900199177843363868,1677808158859829255,133.0,131.0,142.0,0.0,1.0,653.0,,"LAUNCH ALERT! 🚀

Tomorrow by 2pm UTC , we're live! Briefedswap, the ultimate swapping & bridging DApp, launches then! 🤩

Seamless trades, low fees, no hassle! 💸😌

Who's ready to Briefedswap their way to crypto happiness? 🤗 Let's do this! 💪
#Briefedswap #Dex #LaunchingSoon","[{'start': 240, 'end': 252, 'tag': 'Briefedswap'}, {'start': 253, 'end': 257, 'tag': 'Dex'}, {'start': 258, 'end': 272, 'tag': 'LaunchingSoon'}]",,Emmanuel Osung |Devolved AI 🐻⛓️,https://x.com/Osung7233Osung,2023-07-08T22:34:06.000Z,"Ultimate Swap for all networks and Tokens |

discord link: https://t.co/oNYsgyfmqg | We're Open for Collaborations",briefedswap,BriefedSwap,Blockchain DApp,6,"The tweet scores +2 for mentioning blockchain through the context of a DApp and +2 for implying a startup with the launch announcement. The category 'Blockchain DApp' reflects the tweet's focus on Briefedswap, a new decentralized application."
